subject_code,subject_name,credits,outline_link,outline,level_id
IM5125,Quản trị tài chính dịch vụ chăm sóc sức khỏe - Healthcare financial management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075167&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học Quản trị Tài chính Dịch vụ Chăm sóc Sức khỏe (Healthcare Financial Management) là một môn học sau đại học. Môn học này thuộc ngành Quản Trị Bệnh Viện, tập trung vào việc quản lý tài chính trong lĩnh vực chăm sóc sức khỏe.'}",CH
IM5127,Quản trị chất lượng dịch vụ khám chữa bệnh - Healthcare quality management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075168&manganh=8340130,"{'knowledge': 'Kiến thức cốt lõi về các lý thuyết, nguyên tắc và phương pháp quản trị chất lượng chuyên biệt cho ngành dịch vụ khám chữa bệnh.', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học Quản trị Chất lượng Dịch vụ Khám chữa bệnh (IM5127) trang bị cho học viên các kiến thức cần thiết để quản lý và cải tiến chất lượng trong môi trường y tế. Với 3 tín chỉ, môn học này là một phần quan trọng của chương trình đào tạo Quản trị Bệnh viện.'}",CH
IM5129,Chuyển đổi số trong bệnh viện - Digital transformation in hospital,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075169&manganh=8340130,,CH
IM5131,Giải quyết vấn đề trong quản trị bệnh viện - Problem solving in hospital administration,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075170&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này tập trung vào việc trang bị cho học viên kiến thức và kỹ năng giải quyết các vấn đề phát sinh trong lĩnh vực quản trị bệnh viện. Nó nhằm mục đích nâng cao năng lực quản lý và đưa ra các quyết định hiệu quả trong môi trường y tế phức tạp.'}",CH
IM5133,Lãnh đạo và quản trị sự thay đổi - Leadership and Change management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075171&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này tập trung vào các khái niệm và nguyên tắc về lãnh đạo và quản trị sự thay đổi. Nó nhằm trang bị cho người học những hiểu biết cơ bản về cách định hướng và quản lý các quá trình chuyển đổi trong môi trường tổ chức.'}",CH
IM5135,Kinh tế y tế - Healthcare system,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075172&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn Kinh tế Y tế (Healthcare System) là khóa học sau đại học thuộc chương trình Quản trị Bệnh viện (8340130). Môn học này cung cấp cái nhìn tổng quan về hệ thống kinh tế trong lĩnh vực chăm sóc sức khỏe, bao gồm các nguyên lý và cấu trúc vận hành.'}",CH
IM5137,Bệnh viện thông minh - Smart hospital,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075173&manganh=8340130,"{'knowledge': 'Kiến thức về Bệnh Viện Thông Minh (Smart Hospital).', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học Bệnh Viện Thông Minh (Smart Hospital) là một khóa học sau đại học thuộc chương trình Quản trị Bệnh viện. Môn học này cung cấp kiến thức nền tảng về khái niệm và các khía cạnh liên quan đến bệnh viện thông minh, với tổng số 3 tín chỉ và 69 tiết học.'}",CH
IM5139,"Quản trị rủi ro, khủng hoảng - Risk and crisis management",3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075174&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học Quản trị Rủi ro, Khủng hoảng (Risk and Crisis Management) giới thiệu về các nguyên tắc và phương pháp quản lý các tình huống rủi ro tiềm ẩn và các cuộc khủng hoảng thực tế. Khóa học nhằm trang bị cho sinh viên những hiểu biết cơ bản để đối phó hiệu quả với các thách thức này.'}",CH
IM5141,Truyền thông giáo dục sức khỏe trong bệnh viện - Healthcare communications in hospitals,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075175&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này tập trung vào truyền thông giáo dục sức khỏe trong môi trường bệnh viện. Nó nhằm trang bị cho học viên kiến thức và kỹ năng cần thiết để giao tiếp hiệu quả về các vấn đề sức khỏe trong bối cảnh quản lý bệnh viện.'}",CH
IM5143,Quản trị công nghệ y tế - Healthcare technology management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075176&manganh=8340130,,CH
IM5145,"Pháp luật và đạo đức trong chăm sóc sức khỏe - Laws, regulations and ethnics in healthcare",3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075177&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này có tên gọi ""Pháp luật và Đạo đức trong Chăm sóc Sức khỏe"", mã số IM5145, bao gồm 3 tín chỉ. Nó là một phần của chương trình đào tạo ngành Quản trị Bệnh viện (8340130), cung cấp kiến thức nền tảng về các quy định pháp lý và chuẩn mực đạo đức trong lĩnh vực y tế.'}",CH
IM5147,Nghiên cứu tình huống Lean six sigma trong bệnh viện - Lean six sigma case studies in healthcare management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075178&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này tập trung vào việc nghiên cứu các tình huống thực tế về Lean Six Sigma. Sinh viên sẽ tìm hiểu cách ứng dụng các nguyên tắc và công cụ của Lean Six Sigma trong bối cảnh quản lý và vận hành bệnh viện.'}",CH
IM5149,Phương pháp nghiên cứu trong dịch vụ chăm sóc sức khỏe - Research methods in healthcare services,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075179&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học ""Phương pháp nghiên cứu trong dịch vụ chăm sóc sức khỏe"" cung cấp các kiến thức và kỹ năng cần thiết về phương pháp nghiên cứu ứng dụng trong lĩnh vực dịch vụ chăm sóc sức khỏe. Đây là môn học thuộc chương trình Quản trị Bệnh viện, giúp học viên thực hiện các nghiên cứu liên quan đến quản lý và cải thiện chất lượng dịch vụ y tế.'}",CH
IM5151,Thực tập quản trị bệnh viện 1 - MHA practice 1,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075180&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Đây là môn học thực tập đầu tiên (Thực Tập Quản Trị Bệnh Viện 1) dành cho sinh viên ngành Quản trị Bệnh viện. Với tổng số 135 tiết thực hành, môn học cung cấp kinh nghiệm thực tế trong lĩnh vực quản lý bệnh viện.'}",CH
IM5153,Thực tập quản trị bệnh viện 2 - MHA practice 2,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075181&manganh=8340130,,CH
IM5155,Marketing dịch vụ chăm sóc sức khỏe - Healthcare services marketing,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075182&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Không có thông tin'}",CH
IM5157,Quản trị nguồn nhân lực bệnh viện - Hospital human resource management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075183&manganh=8340130,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này tập trung vào các nguyên tắc và thực tiễn của quản trị nguồn nhân lực trong môi trường bệnh viện. Đây là một môn học sau đại học thuộc ngành Quản trị Bệnh viện.'}",CH
IM5159,"Nghiên cứu tình huống trong quản trị nhân sự, thay đổi của tổ chức trong bệnh viện - Case studies in healthcare HR and change management",3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075184&manganh=8340130,"{'knowledge': 'Sinh viên sẽ nắm vững các lý thuyết và nguyên tắc về quản trị nhân sự trong bệnh viện, quản lý sự thay đổi của tổ chức y tế, và phương pháp nghiên cứu tình huống trong các bối cảnh này.', 'skills': 'Sinh viên sẽ phát triển kỹ năng phân tích các tình huống thực tế, áp dụng kiến thức lý thuyết vào giải quyết vấn đề trong quản trị nhân sự và quản lý thay đổi tại bệnh viện, cũng như kỹ năng tư duy phản biện.', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học này tập trung vào việc nghiên cứu và phân tích các tình huống thực tế trong lĩnh vực quản trị nhân sự và quản lý sự thay đổi của tổ chức, đặc biệt trong bối cảnh bệnh viện. Sinh viên sẽ áp dụng phương pháp nghiên cứu tình huống để hiểu sâu sắc các thách thức và giải pháp trong môi trường y tế.'}",CH
IM5001,Phương pháp nghiên cứu trong kinh doanh - Business Research Methods,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075038&manganh=8340101,"{'knowledge': 'Học viên sẽ nắm vững các kiến thức về bản chất của nghiên cứu khoa học (NCKH) và mối quan hệ giữa nghiên cứu với việc giải quyết vấn đề trong Quản trị Kinh doanh. Các kiến thức bao gồm tổng quan về NCKH, đặc điểm NCKH trong QTKD, hình thành đề tài, thiết kế nghiên cứu, các phương pháp nghiên cứu định tính và định lượng, thu thập, phân tích, diễn dịch dữ liệu, kỹ thuật đo lường, thiết kế bảng câu hỏi (questionnaire), và các nguyên tắc viết báo cáo nghiên cứu.', 'skills': 'Học viên sẽ có khả năng thiết kế các công việc của một đề tài NCKH trong Quản trị Kinh doanh, phân biệt vấn đề quản lý và vấn đề nghiên cứu, phát biểu câu hỏi và xây dựng mô hình/giả thuyết nghiên cứu. Kỹ năng thiết kế phương pháp thu thập và phân tích dữ liệu phù hợp cũng như thảo luận, trình bày và viết đề cương nghiên cứu sẽ được phát triển, làm nền tảng cho việc thực hiện luận văn thạc sĩ và các nghiên cứu khác trong tương lai.', 'attitude': 'Học viên sẽ phát triển cam kết tuân thủ đạo đức và liêm chính trong hoạt động nghiên cứu khoa học.', 'textbooks': ['Thọ N. Đ. (2016). Phương pháp nghiên cứu khoa học trong kinh doanh. NXB Tài Chính.', 'Sekaran, U. & Bougie, R. (2016). Research Methods for Business – A Skill Building Approach. 7th Ed. John Wiley & Sons, Inc.'], 'brief_summary': 'Môn học ""Phương pháp Nghiên cứu trong Kinh doanh"" cung cấp kiến thức và kỹ năng toàn diện để thực hiện nghiên cứu trong lĩnh vực Quản trị Kinh doanh. Nội dung bao gồm từ việc hiểu bản chất NCKH, thiết kế đề tài, áp dụng các phương pháp định tính và định lượng, đến phân tích dữ liệu và viết báo cáo. Khóa học nhằm mục tiêu trang bị nền tảng vững chắc cho học viên trong việc thực hiện luận văn thạc sĩ và các nghiên cứu chuyên nghiệp khác.'}",CH
IM5007,Phân tích dữ liệu - Data Analysis,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075058&manganh=8340101,"{'knowledge': 'Học viên sẽ nắm vững các khái niệm về dữ liệu định tính và định lượng, vai trò của phân tích dữ liệu trong nghiên cứu khoa học và thực hành quản lý, quy trình phân tích dữ liệu định lượng và các công cụ thống kê. Các kiến thức chuyên sâu bao gồm phân tích nhân tố khám phá, hồi quy đa biến, mô hình cấu trúc tuyến tính, cùng với các phương pháp kiểm định giả thuyết như đa cộng tuyến, t-test và ANOVA.', 'skills': 'Học viên sẽ có khả năng thực hiện quá trình phân tích dữ liệu định lượng bằng phương pháp thống kê, áp dụng công nghệ số trong kinh doanh, phân tích dữ liệu và diễn giải kết quả. Ngoài ra, học viên còn phát triển kỹ năng giải quyết các vấn đề doanh nghiệp thực tiễn và kỹ năng làm việc nhóm.', 'attitude': 'Học viên sẽ phát triển nhận thức về các vấn đề đạo đức liên quan trong quá trình phân tích dữ liệu và kinh doanh.', 'textbooks': ['Hair J.F., Black W.C., Babin B.J., Anderson R. E (2019), Multivariate Data Analysis, UK Cengage Learning.', 'Andy Field (2013), Discovering statistics using IBM SPSS statistics, SAGE publisher'], 'brief_summary': 'Môn học Phân tích Dữ liệu trang bị cho học viên tri thức và kỹ năng chuyên sâu trong việc thực hiện phân tích dữ liệu định lượng dựa trên các phương pháp thống kê. Khóa học bao gồm các khái niệm cơ bản, quy trình phân tích và ứng dụng các công cụ thống kê tiên tiến trong nghiên cứu khoa học và quản lý thực tiễn.'}",CH
IM5009,Quản lý tiếp thị - Marketing Management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075061&manganh=8340101,,CH
IM5011,Phương pháp nghiên cứu trong kinh doanh nâng cao - Advanced Business Research Methods,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075062&manganh=8340101,"{'knowledge': 'Môn học trang bị cho người học những quan điểm nhận thức luận, phương pháp luận và các chủ đề nâng cao về xây dựng, kiểm định lý thuyết khoa học trong lĩnh vực Quản trị Kinh doanh. Người học sẽ nắm vững các cơ sở triết học của tri thức, bản thể luận và nhận thức luận khoa học, cũng như hiểu về lý thuyết tri thức khoa học, các trường phái nhận thức luận và phương pháp tạo ra tri thức khoa học.', 'skills': 'Sinh viên sẽ có khả năng thực hiện khảo duyệt lý thuyết, nhận dạng và định vị các cơ hội nghiên cứu. Các kỹ năng bao gồm áp dụng các phương pháp luận trong việc xây dựng và kiểm định lý thuyết khoa học, cũng như kỹ năng viết và công bố các bài báo hoặc công trình nghiên cứu khoa học.', 'attitude': 'Môn học khuyến khích tinh thần tự học, nghiên cứu chủ động và tham gia tích cực vào các buổi thảo luận. Học viên được định hướng phát triển tư duy nghiên cứu khoa học một cách nghiêm túc, có trách nhiệm và cam kết tạo ra các công trình nghiên cứu chất lượng cao.', 'textbooks': ['Popper K (2005). The logic of scientific discovery. Routledge. London and NewYork.', 'Creswell JW and Creswell D (2018). Research Design: Qualitative, Quantitative, and Mixed Methods Approaches. 5th Ed. Thousand Oak, CA: Sage.', 'Lynham et al (2002). Theory Building Research Methods. Edited by Turnbull. Advances in Developing Human Resources. Vol.4 (3).'], 'brief_summary': 'Môn học ""Phương pháp nghiên cứu trong kinh doanh nâng cao"" trang bị cho người học các quan điểm nhận thức luận, phương pháp luận và các chủ đề nâng cao về xây dựng, kiểm định lý thuyết khoa học trong lĩnh vực Quản trị Kinh doanh. Khóa học giúp học viên có nền tảng vững chắc để thực hiện, viết và công bố các công trình nghiên cứu hoặc luận án tiến sĩ chất lượng cao.'}",CH
IM5049,Quản trị hệ kinh doanh điện tử - E-business management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075120&manganh=8340101,,CH
IM5051,Giải quyết vấn đề trong quản lý - Managerial Problem Solving,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075121&manganh=8340101,"{'knowledge': 'Học viên sẽ nắm vững các khái niệm, thuộc tính và cách phân loại vấn đề quản lý. Họ cũng sẽ được trang bị kiến thức về các phương pháp tư duy (tư duy tuyến tính, tư duy hệ thống), quy trình giải quyết vấn đề quản lý và các công cụ được sử dụng trong quy trình này.', 'skills': 'Học viên sẽ phát triển kỹ năng phân tích và giải quyết các vấn đề quản lý. Cụ thể, họ sẽ biết cách ghi nhớ, áp dụng quy trình giải quyết vấn đề vào các tình huống thực tế của doanh nghiệp.', 'attitude': 'Học viên sẽ phát triển thái độ chấp nhận và chủ động ứng dụng quy trình giải quyết vấn đề trong việc xử lý mọi vấn đề quản lý của doanh nghiệp.', 'textbooks': ['Gruenig R., Kuehn R. (2013), Successful decision making - A systematic approach to complex problems 3rd Ed., Springer', 'Tony Proctor (2019), Creative problem solving for managers 5nd Ed., Routledge, New York', 'Arnaud Chevalier (2016), Strategic thinking in complex problem solving, Oxford University Press', 'Joan Ernst van Aken, Hands Berends (2018), Problem solving in organizations – A methodological handbook for business and management students 3rd Ed., Cambridge University Press'], 'brief_summary': 'Môn học này trang bị cho học viên tri thức và kỹ năng để phân tích và giải quyết hiệu quả các vấn đề quản lý. Nội dung bao gồm các khái niệm, thuộc tính, phân loại vấn đề, các phương pháp tư duy (tuyến tính, hệ thống) cùng quy trình và công cụ giải quyết vấn đề.'}",CH
IM5065,Quản lý vận hành - Operations Management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075129&manganh=8340101,,CH
IM5067,Quản trị tài chánh - Financial Management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075131&manganh=8340101,,CH
IM5069,Hành vi người mua - Consumer Behavior,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075132&manganh=8340101,"{'knowledge': 'Học viên sẽ hiểu về cách thức và lý do người mua đưa ra quyết định trên thị trường, các khái niệm, nguyên tắc và lý thuyết về hành vi người mua từ góc độ tâm lý và xã hội học. Các kiến thức cốt lõi bao gồm tầm quan trọng của việc hiểu hành vi người mua, các yếu tố bên trong (động lực, nhận thức, trí nhớ, thái độ) và bên ngoài (văn hóa, tầng lớp xã hội, nhóm tham khảo) tác động đến hành vi, cũng như quá trình ra quyết định của người mua. Môn học cũng trang bị nền tảng để giải thích các thuật ngữ, lý thuyết và mô hình hành vi người mua.', 'skills': 'Học viên sẽ phát triển kỹ năng làm việc nhóm hiệu quả, kỹ năng phân tích và diễn dịch dữ liệu để tạo ra những hiểu biết sâu sắc về khách hàng. Đồng thời, học viên sẽ có khả năng phân tích các tình huống và vấn đề thực tiễn liên quan đến hành vi người mua, từ đó đề xuất các giải pháp phù hợp cho doanh nghiệp.', 'attitude': 'Học viên sẽ thể hiện mối quan tâm và nhận thức về hành vi của người mua từ những nền văn hóa khác nhau. Môn học cũng giúp phát triển sự quan tâm đến các vấn đề đạo đức, trách nhiệm xã hội trong hoạt động tiếp thị và tìm kiếm sự cân bằng trong các tranh cãi liên quan.', 'textbooks': ['Hoyer W. D., MacInnis D. J. and Pieters R. (2018), Consumer Behavior, 7th ed., Cengage Learning.', 'Solomon, M. R (2020). Consumer Behavior: Buying, Having, and Being. 13rd Ed., Pearson.', 'Mothersbaugh, D. L., Hawkins, D I. and Kleiser S. B. (2020). Consumer Behavior: Building Marketing Strategy. 14nd Ed., McGraw-Hill.'], 'brief_summary': 'Môn học này trang bị cho học viên những hiểu biết sâu sắc về cách thức và lý do người mua đưa ra quyết định, thông qua việc tìm hiểu các khái niệm, nguyên tắc và lý thuyết hành vi từ góc độ tâm lý và xã hội học. Nội dung chính bao gồm các yếu tố bên trong và bên ngoài ảnh hưởng đến hành vi, cùng quá trình ra quyết định của người mua. Mục tiêu là cung cấp nền tảng vững chắc để phân tích, áp dụng kiến thức vào các vấn đề quản lý và đưa ra chiến lược tiếp thị phù hợp.'}",CH
IM5071,Quản lý đổi mới trong tổ chức - Managing organizational innovation,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075133&manganh=8340101,,CH
IM5073,Quản lý chất lượng toàn diện - Total Quality Management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075134&manganh=8340101,,CH
IM5075,Lean và six sigma - Lean and Six Sigma,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075135&manganh=8340101,,CH
IM5077,Hệ thống kinh doanh dịch vụ - Service Business,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075136&manganh=8340101,,CH
IM5079,Dữ liệu lớn trong kinh doanh - Big data for business,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075137&manganh=8340101,,CH
IM5081,Quản trị hệ thống thông tin kinh doanh - Management of Business Information System,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075138&manganh=8340101,,CH
IM5083,Marketing dịch vụ - Service marketing,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075139&manganh=8340101,"{'knowledge': 'Hiểu biết về đặc thù, quan điểm cũ và mới của marketing trong lĩnh vực dịch vụ; kiến thức nền tảng về dịch vụ và marketing dịch vụ; cách điều chỉnh các nguyên lý marketing 4Ps truyền thống cho phù hợp với đặc thù dịch vụ; và mở rộng 3Ps để nhấn mạnh phần tương tác giữa khách hàng và doanh nghiệp dịch vụ. Ngoài ra, môn học còn cung cấp hiểu biết về kinh doanh dịch vụ theo quan điểm cũ và mới, cùng với những đặc thù của hoạt động kinh doanh dịch vụ, và cách thu thập, phân tích dữ liệu về môi trường kinh doanh dịch vụ để đề ra phối thức marketing dịch vụ 7Ps.', 'skills': 'Kỹ năng phân tích và hoạch định các hoạt động marketing phù hợp cho các doanh nghiệp dịch vụ; biết cách thu thập và phân tích dữ liệu/thông tin về môi trường kinh doanh dịch vụ, từ đó đề ra phối thức marketing dịch vụ 7Ps; kỹ năng làm việc nhóm, viết và thuyết trình các nghiên cứu tình huống (case studies).', 'attitude': 'Có thái độ đúng đắn và cam kết tuân thủ đạo đức nghề nghiệp trong lĩnh vực dịch vụ.', 'textbooks': ['Wirtz, J & Lovelock, C. (2022), Service marketing: People, Technology, Strategy. 9th edition, World Scientific.', 'Tài liệu giảng (Handouts).', 'Một số bài báo khoa học và cases do giảng viên cung cấp theo chủ đề.'], 'brief_summary': 'Môn học giới thiệu những đặc thù, kiến thức nền tảng và các quan điểm mới nổi về marketing trong lĩnh vực dịch vụ. Nội dung giúp học viên phân tích và hoạch định các hoạt động marketing phù hợp cho doanh nghiệp dịch vụ, bao gồm việc điều chỉnh 4Ps truyền thống và mở rộng thêm 3Ps để nhấn mạnh tương tác khách hàng và doanh nghiệp.'}",CH
IM5089,Quản lý dự án nâng cao - Advanced Project Management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075142&manganh=8340101,,CH
IM5091,Kế toán quản trị cho người ra quyết định - Managerial Accounting for Decision Makers,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075143&manganh=8340101,"{'knowledge': 'Kiến thức và kỹ năng thực hành kế toán quản trị; các phương pháp đo lường và đánh giá chi phí, hiệu quả; các vấn đề hiện đại trong kế toán quản trị như tính toán chi phí sản phẩm, phân tích chi phí – khối lượng – lợi nhuận, định giá sản phẩm, xây dựng ngân sách, kiểm soát chi phí. Nắm vững thuật ngữ, khái niệm, quá trình và lý thuyết kế toán quản trị. Hiểu biết về các hệ thống kế toán chi phí (theo đơn hàng, quy trình, hoạt động), phân tích hành vi chi phí, mối liên hệ CVP, quá trình ra quyết định quản lý, lập ngân sách (hoạt động, tài chính), ngân sách linh hoạt, kế toán trách nhiệm, chi phí định mức và bảng thẻ điểm cân bằng.', 'skills': 'Kỹ năng thực hành kế toán quản trị; áp dụng lý thuyết kế toán quản trị để giải quyết các bài toán kinh doanh; phân tích tình huống trong kế toán quản trị; giao tiếp và làm việc nhóm hiệu quả; phân tích các vấn đề thực tiễn của doanh nghiệp và đề xuất giải pháp phù hợp; ứng dụng các khái niệm kế toán quản trị vào thực tiễn.', 'attitude': 'Khả năng nhận diện các vấn đề đạo đức trong kế toán quản trị.', 'textbooks': ['Weygandt, Kimmel, Kieso, Managerial Accounting: Tools for Business Decision Making, 7th, John Wiley & Sons, Inc., 2014.', 'Danh sách các case studies.', 'Ray H. Garrison, Eric W. Noreen, Peter C. Brewer, Kế Toán Quản Trị, Bản dịch của NXB Alpha book, 2020.'], 'brief_summary': 'Môn học này cung cấp kiến thức và kỹ năng thực hành kế toán quản trị, tập trung vào các phương pháp đo lường và đánh giá chi phí, hiệu quả. Sinh viên sẽ thảo luận các vấn đề hiện đại như tính toán chi phí sản phẩm, phân tích CVP, định giá, lập và kiểm soát ngân sách. Các nghiên cứu tình huống đa dạng được sử dụng để giúp học viên ứng dụng các khái niệm nhằm nâng cao hiệu quả tổ chức.'}",CH
IM5093,Quản trị con người và tổ chức - Managing People and Organizations,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075144&manganh=8340101,,CH
IM5101,Chuyển đổi số - Digital Transformation,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075148&manganh=8340101,,CH
IM5109,Quản lý chuỗi cung ứng toàn cầu - Global supply change management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075153&manganh=8340101,,CH
IM5113,Kinh doanh quốc tế - International Business,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=075156&manganh=8340101,,CH
IM5115,Thực tập chuyên đề kinh doanh 1 - Practical Business Project 1,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/075162.pdf,,CH
